Crime Type,Loss Amount,State/Territory,Year
Corporate Data Breach,"$810,000",North Dakota,2020
Credit Card Fraud,"$130,762",North Dakota,2020
Crimes Against Children,$0,North Dakota,2020
Criminal Forums,$0,North Dakota,2020
Denial of Service/TDos,$0,North Dakota,2020
Employment,"$236,981",North Dakota,2020
Extortion,"$28,185",North Dakota,2020
Gambling,$0,North Dakota,2020
Government Impersonation,$700,North Dakota,2020
Hacktivist,$0,North Dakota,2020
Harassment/Threats of Violence,$6,North Dakota,2020
Health Care Related,$0,North Dakota,2020
IPR/Copyright and Counterfeit,"$4,588",North Dakota,2020
Identity Theft,"$20,051,998",North Dakota,2020
Investment,"$462,380",North Dakota,2020
Lottery/Sweepstakes/Inheritance,"$114,400",North Dakota,2020
Malware/Scareware/Virus,$0,North Dakota,2020
Misrepresentation,$0,North Dakota,2020
No Lead Value,$0,North Dakota,2020
Non-payment/Non-Delivery,"$416,570",North Dakota,2020
Other,"$750,640",North Dakota,2020
Overpayment,"$253,106",North Dakota,2020
Personal Data Breach,"$20,144,420",North Dakota,2020
Phishing/Vishing/Smishing/Pharming,"$13,273",North Dakota,2020
Ransomware,$0,North Dakota,2020
Re-shipping,$826,North Dakota,2020
Real Estate/Rental,"$25,436",North Dakota,2020
Spoofing,"$211,637",North Dakota,2020
Tech Support,"$64,580",North Dakota,2020
Terrorism,$0,North Dakota,2020
Social Media,"$290,795",North Dakota,2020
Virtual Currency,"$551,938",North Dakota,2020
Advanced Fee,$45,Northern Mariana Islands,2020
BEC/EAC,$0,Northern Mariana Islands,2020
Charity,$0,Northern Mariana Islands,2020
Civil Matter,$0,Northern Mariana Islands,2020
Confidence Fraud/Romance,$0,Northern Mariana Islands,2020
Corporate Data Breach,$0,Northern Mariana Islands,2020
Credit Card Fraud,$0,Northern Mariana Islands,2020
Crimes Against Children,$0,Northern Mariana Islands,2020
Criminal Forums,$0,Northern Mariana Islands,2020
Denial of Service/TDos,$0,Northern Mariana Islands,2020
Employment,$0,Northern Mariana Islands,2020
Extortion,$0,Northern Mariana Islands,2020
Gambling,$0,Northern Mariana Islands,2020
Government Impersonation,$0,Northern Mariana Islands,2020
Hacktivist,$0,Northern Mariana Islands,2020
Harassment/Threats of Violence,$0,Northern Mariana Islands,2020
Health Care Related,$0,Northern Mariana Islands,2020
IPR/Copyright and Counterfeit,$0,Northern Mariana Islands,2020
Identity Theft,$0,Northern Mariana Islands,2020
Investment,"$66,800",Northern Mariana Islands,2020
Lottery/Sweepstakes/Inheritance,$0,Northern Mariana Islands,2020
Malware/Scareware/Virus,$0,Northern Mariana Islands,2020
Misrepresentation,$0,Northern Mariana Islands,2020
No Lead Value,$0,Northern Mariana Islands,2020
Non-payment/Non-Delivery,$558,Northern Mariana Islands,2020
Other,$0,Northern Mariana Islands,2020
Overpayment,$0,Northern Mariana Islands,2020
Personal Data Breach,$0,Northern Mariana Islands,2020
Phishing/Vishing/Smishing/Pharming,$0,Northern Mariana Islands,2020
Ransomware,$0,Northern Mariana Islands,2020
Re-shipping,$0,Northern Mariana Islands,2020
Real Estate/Rental,$0,Northern Mariana Islands,2020
Spoofing,$0,Northern Mariana Islands,2020
Tech Support,$0,Northern Mariana Islands,2020
Terrorism,$0,Northern Mariana Islands,2020
Social Media,"$66,845",Northern Mariana Islands,2020
Virtual Currency,$800,Northern Mariana Islands,2020
Advanced Fee,"$1,375,718",Ohio,2020
BEC/EAC,"$129,728,566",Ohio,2020
Charity,$0,Ohio,2020
Civil Matter,"$4,008",Ohio,2020
Confidence Fraud/Romance,"$7,706,835",Ohio,2020
Corporate Data Breach,"$1,522,018",Ohio,2020
Credit Card Fraud,"$1,544,343",Ohio,2020
Crimes Against Children,"$11,310",Ohio,2020
Criminal Forums,$0,Ohio,2020
Denial of Service/TDos,$0,Ohio,2020
Employment,"$1,210,612",Ohio,2020
Extortion,"$791,987",Ohio,2020
Gambling,$10,Ohio,2020
Government Impersonation,"$3,088,331",Ohio,2020
Hacktivist,$0,Ohio,2020
Harassment/Threats of Violence,"$103,764",Ohio,2020
Health Care Related,"$173,784",Ohio,2020
IPR/Copyright and Counterfeit,"$36,309",Ohio,2020
Identity Theft,"$2,790,314",Ohio,2020
Investment,"$2,516,298",Ohio,2020
Lottery/Sweepstakes/Inheritance,"$1,244,812",Ohio,2020
Malware/Scareware/Virus,"$9,757",Ohio,2020
Misrepresentation,$0,Ohio,2020
No Lead Value,$0,Ohio,2020
Non-payment/Non-Delivery,"$11,425,775",Ohio,2020
Other,"$448,153",Ohio,2020
Overpayment,"$1,367,744",Ohio,2020
Personal Data Breach,"$1,784,972",Ohio,2020
Phishing/Vishing/Smishing/Pharming,"$4,337,181",Ohio,2020
Ransomware,"$566,920",Ohio,2020
Re-shipping,"$233,886",Ohio,2020
Real Estate/Rental,"$3,621,870",Ohio,2020
Spoofing,"$5,810,934",Ohio,2020
Tech Support,"$4,665,540",Ohio,2020
Terrorism,$0,Ohio,2020
Social Media,"$1,739,707",Ohio,2020
Virtual Currency,"$2,639,586",Ohio,2020
Advanced Fee,"$985,826",Oklahoma,2020
BEC/EAC,"$6,819,845",Oklahoma,2020
Charity,$0,Oklahoma,2020
Civil Matter,"$195,436",Oklahoma,2020
Confidence Fraud/Romance,"$4,497,201",Oklahoma,2020
Corporate Data Breach,"$571,671",Oklahoma,2020
Credit Card Fraud,"$234,659",Oklahoma,2020
Crimes Against Children,$10,Oklahoma,2020
Criminal Forums,$0,Oklahoma,2020
Denial of Service/TDos,$0,Oklahoma,2020
Employment,"$885,233",Oklahoma,2020
Extortion,"$365,351",Oklahoma,2020
Gambling,$0,Oklahoma,2020
Government Impersonation,"$544,590",Oklahoma,2020
Hacktivist,$0,Oklahoma,2020
Harassment/Threats of Violence,"$283,789",Oklahoma,2020
Health Care Related,$699,Oklahoma,2020
IPR/Copyright and Counterfeit,"$20,806",Oklahoma,2020
Identity Theft,"$664,494",Oklahoma,2020
Investment,"$1,028,349",Oklahoma,2020
Lottery/Sweepstakes/Inheritance,"$327,319",Oklahoma,2020
Malware/Scareware/Virus,$250,Oklahoma,2020
Misrepresentation,$0,Oklahoma,2020
No Lead Value,$0,Oklahoma,2020
Non-payment/Non-Delivery,"$1,685,731",Oklahoma,2020
Other,"$126,800",Oklahoma,2020
Overpayment,"$866,098",Oklahoma,2020
Personal Data Breach,"$387,325",Oklahoma,2020
Phishing/Vishing/Smishing/Pharming,"$60,810",Oklahoma,2020
Ransomware,"$415,998",Oklahoma,2020
Re-shipping,"$50,000",Oklahoma,2020
Real Estate/Rental,"$529,823",Oklahoma,2020
Spoofing,"$1,044,754",Oklahoma,2020
Tech Support,"$1,398,701",Oklahoma,2020
Terrorism,$0,Oklahoma,2020
Social Media,"$730,004",Oklahoma,2020
Virtual Currency,"$1,965,013",Oklahoma,2020
Advanced Fee,"$682,649",Oregon,2020
BEC/EAC,"$10,940,974",Oregon,2020
Charity,$0,Oregon,2020
Civil Matter,"$181,400",Oregon,2020
Confidence Fraud/Romance,"$8,328,322",Oregon,2020
Corporate Data Breach,"$1,439,343",Oregon,2020
Credit Card Fraud,"$824,852",Oregon,2020
Crimes Against Children,$0,Oregon,2020
Criminal Forums,$0,Oregon,2020
Denial of Service/TDos,$0,Oregon,2020
Employment,"$183,077",Oregon,2020
Extortion,"$201,773",Oregon,2020
Gambling,$100,Oregon,2020
Government Impersonation,"$233,197",Oregon,2020
Hacktivist,$0,Oregon,2020
Harassment/Threats of Violence,"$4,738",Oregon,2020
Health Care Related,"$2,038",Oregon,2020
IPR/Copyright and Counterfeit,"$34,873",Oregon,2020
Identity Theft,"$6,652,823",Oregon,2020
Investment,"$1,817,988",Oregon,2020
Lottery/Sweepstakes/Inheritance,"$412,171",Oregon,2020
Malware/Scareware/Virus,"$21,960",Oregon,2020
Misrepresentation,$0,Oregon,2020
No Lead Value,$0,Oregon,2020
Non-payment/Non-Delivery,"$3,241,371",Oregon,2020
Other,"$47,998",Oregon,2020
Overpayment,"$1,567,072",Oregon,2020
Personal Data Breach,"$6,504,675",Oregon,2020
Phishing/Vishing/Smishing/Pharming,"$239,694",Oregon,2020
Ransomware,"$5,000",Oregon,2020
Re-shipping,$0,Oregon,2020
Real Estate/Rental,"$4,395,034",Oregon,2020
Spoofing,"$1,228,193",Oregon,2020
Tech Support,"$1,603,391",Oregon,2020
Terrorism,$0,Oregon,2020
Social Media,"$2,475,752",Oregon,2020
Virtual Currency,"$6,332,054",Oregon,2020
Advanced Fee,"$1,538,525",Pennsylvania,2020
BEC/EAC,"$54,695,862",Pennsylvania,2020
Charity,$0,Pennsylvania,2020
Civil Matter,"$398,860",Pennsylvania,2020
Confidence Fraud/Romance,"$12,235,982",Pennsylvania,2020
Corporate Data Breach,"$2,619,909",Pennsylvania,2020
Credit Card Fraud,"$3,220,892",Pennsylvania,2020
Crimes Against Children,$500,Pennsylvania,2020
Criminal Forums,$0,Pennsylvania,2020
Denial of Service/TDos,"$50,200",Pennsylvania,2020
Employment,"$3,146,212",Pennsylvania,2020
Extortion,"$976,579",Pennsylvania,2020
Gambling,"$3,100",Pennsylvania,2020
Government Impersonation,"$3,888,272",Pennsylvania,2020
Hacktivist,$0,Pennsylvania,2020
Harassment/Threats of Violence,"$36,694",Pennsylvania,2020
Health Care Related,"$312,664",Pennsylvania,2020
IPR/Copyright and Counterfeit,"$22,943",Pennsylvania,2020
Identity Theft,"$4,503,612",Pennsylvania,2020
Investment,"$2,600,735",Pennsylvania,2020
Lottery/Sweepstakes/Inheritance,"$1,931,277",Pennsylvania,2020
Malware/Scareware/Virus,"$123,942",Pennsylvania,2020
Misrepresentation,$0,Pennsylvania,2020
No Lead Value,$0,Pennsylvania,2020
Non-payment/Non-Delivery,"$6,180,208",Pennsylvania,2020
Other,"$249,703",Pennsylvania,2020
Overpayment,"$1,368,932",Pennsylvania,2020
Personal Data Breach,"$4,070,201",Pennsylvania,2020
Phishing/Vishing/Smishing/Pharming,"$1,052,205",Pennsylvania,2020
Ransomware,"$5,253,870",Pennsylvania,2020
Re-shipping,"$34,721",Pennsylvania,2020
Real Estate/Rental,"$8,426,937",Pennsylvania,2020
Spoofing,"$4,261,804",Pennsylvania,2020
Tech Support,"$4,611,543",Pennsylvania,2020
Terrorism,$0,Pennsylvania,2020
Social Media,"$1,323,773",Pennsylvania,2020
Virtual Currency,"$3,047,645",Pennsylvania,2020
Advanced Fee,"$89,261",Puerto Rico,2020
BEC/EAC,"$6,977,408",Puerto Rico,2020
Charity,$0,Puerto Rico,2020
Civil Matter,"$30,000",Puerto Rico,2020
Confidence Fraud/Romance,"$2,270,610",Puerto Rico,2020
Corporate Data Breach,"$281,240",Puerto Rico,2020
Credit Card Fraud,"$129,438",Puerto Rico,2020
Crimes Against Children,$0,Puerto Rico,2020
Criminal Forums,$0,Puerto Rico,2020
Denial of Service/TDos,$0,Puerto Rico,2020
Employment,"$36,405",Puerto Rico,2020
Extortion,"$526,718",Puerto Rico,2020
Gambling,$500,Puerto Rico,2020
Government Impersonation,"$285,959",Puerto Rico,2020
Hacktivist,$0,Puerto Rico,2020
Harassment/Threats of Violence,"$4,863",Puerto Rico,2020
Health Care Related,"$906,525",Puerto Rico,2020
IPR/Copyright and Counterfeit,"$3,404",Puerto Rico,2020
Identity Theft,"$142,122",Puerto Rico,2020
Investment,"$388,279",Puerto Rico,2020
Lottery/Sweepstakes/Inheritance,"$3,337",Puerto Rico,2020
Malware/Scareware/Virus,$0,Puerto Rico,2020
Misrepresentation,$0,Puerto Rico,2020
No Lead Value,$0,Puerto Rico,2020
Non-payment/Non-Delivery,"$1,840,033",Puerto Rico,2020
Other,"$152,179",Puerto Rico,2020
Overpayment,"$31,278",Puerto Rico,2020
Personal Data Breach,"$775,000",Puerto Rico,2020
Phishing/Vishing/Smishing/Pharming,"$69,354",Puerto Rico,2020
Ransomware,$300,Puerto Rico,2020
Re-shipping,$0,Puerto Rico,2020
Real Estate/Rental,"$234,613",Puerto Rico,2020
Spoofing,"$374,443",Puerto Rico,2020
Tech Support,"$14,913",Puerto Rico,2020
Terrorism,$0,Puerto Rico,2020
Social Media,"$476,728",Puerto Rico,2020
Virtual Currency,"$892,088",Puerto Rico,2020
Advanced Fee,"$417,509",Rhode Island,2020
BEC/EAC,"$2,506,218",Rhode Island,2020
Charity,$0,Rhode Island,2020
Civil Matter,$0,Rhode Island,2020
Confidence Fraud/Romance,"$1,381,336",Rhode Island,2020
Corporate Data Breach,"$107,514",Rhode Island,2020
Credit Card Fraud,"$70,140",Rhode Island,2020
Crimes Against Children,$0,Rhode Island,2020
Criminal Forums,$0,Rhode Island,2020
Denial of Service/TDos,$0,Rhode Island,2020
Employment,"$87,328",Rhode Island,2020
Extortion,"$26,745",Rhode Island,2020
Gambling,$0,Rhode Island,2020
Government Impersonation,"$412,878",Rhode Island,2020
Hacktivist,$0,Rhode Island,2020
Harassment/Threats of Violence,$0,Rhode Island,2020
Health Care Related,"$834,728",Rhode Island,2020
IPR/Copyright and Counterfeit,"$2,310",Rhode Island,2020
Identity Theft,"$315,551",Rhode Island,2020
Investment,"$329,551",Rhode Island,2020
Lottery/Sweepstakes/Inheritance,"$26,002",Rhode Island,2020
Malware/Scareware/Virus,$0,Rhode Island,2020
Misrepresentation,$0,Rhode Island,2020
No Lead Value,$0,Rhode Island,2020
Non-payment/Non-Delivery,"$1,232,834",Rhode Island,2020
Other,"$1,350",Rhode Island,2020
Overpayment,"$10,759",Rhode Island,2020
Personal Data Breach,"$646,475",Rhode Island,2020
Phishing/Vishing/Smishing/Pharming,"$202,220",Rhode Island,2020
Ransomware,$0,Rhode Island,2020
Re-shipping,$0,Rhode Island,2020
Real Estate/Rental,"$668,567",Rhode Island,2020
Spoofing,"$265,429",Rhode Island,2020
Tech Support,"$852,921",Rhode Island,2020
Terrorism,$0,Rhode Island,2020
Social Media,"$110,937",Rhode Island,2020
Virtual Currency,"$535,161",Rhode Island,2020
Advanced Fee,"$606,410",South Carolina,2020
BEC/EAC,"$8,367,818",South Carolina,2020
Charity,$0,South Carolina,2020
Civil Matter,"$15,585",South Carolina,2020
Confidence Fraud/Romance,"$4,439,116",South Carolina,2020
Corporate Data Breach,"$111,152",South Carolina,2020
Credit Card Fraud,"$608,310",South Carolina,2020
Crimes Against Children,$0,South Carolina,2020
Criminal Forums,$0,South Carolina,2020
Denial of Service/TDos,$0,South Carolina,2020
Employment,"$224,891",South Carolina,2020
Extortion,"$295,582",South Carolina,2020
Gambling,$32,South Carolina,2020
Government Impersonation,"$1,140,542",South Carolina,2020
Hacktivist,$0,South Carolina,2020
Harassment/Threats of Violence,"$107,457",South Carolina,2020
Health Care Related,$311,South Carolina,2020
IPR/Copyright and Counterfeit,"$22,713",South Carolina,2020
Identity Theft,"$1,451,780",South Carolina,2020
Investment,"$961,797",South Carolina,2020
Lottery/Sweepstakes/Inheritance,"$402,288",South Carolina,2020
Malware/Scareware/Virus,"$82,040",South Carolina,2020
Misrepresentation,$0,South Carolina,2020
No Lead Value,$0,South Carolina,2020
Non-payment/Non-Delivery,"$3,062,167",South Carolina,2020
Other,"$22,135",South Carolina,2020
Overpayment,"$248,771",South Carolina,2020
Personal Data Breach,"$820,736",South Carolina,2020
Phishing/Vishing/Smishing/Pharming,"$377,024",South Carolina,2020
Ransomware,"$340,000",South Carolina,2020
Re-shipping,"$4,507",South Carolina,2020
Real Estate/Rental,"$3,502,952",South Carolina,2020
Spoofing,"$1,541,937",South Carolina,2020
Tech Support,"$1,385,848",South Carolina,2020
Terrorism,$0,South Carolina,2020
Social Media,"$703,360",South Carolina,2020
Virtual Currency,"$925,802",South Carolina,2020
Advanced Fee,"$24,338",South Dakota,2020
BEC/EAC,"$541,372",South Dakota,2020
Charity,$0,South Dakota,2020
Civil Matter,"$29,490",South Dakota,2020
Confidence Fraud/Romance,"$585,685",South Dakota,2020
Corporate Data Breach,"$94,032",South Dakota,2020
Credit Card Fraud,"$298,398",South Dakota,2020
Crimes Against Children,$0,South Dakota,2020
Criminal Forums,$0,South Dakota,2020
Denial of Service/TDos,$0,South Dakota,2020
Employment,"$67,062",South Dakota,2020
Extortion,"$120,380",South Dakota,2020
Gambling,$325,South Dakota,2020
Government Impersonation,"$749,263",South Dakota,2020
Hacktivist,$0,South Dakota,2020
Harassment/Threats of Violence,"$1,500",South Dakota,2020
Health Care Related,"$1,118",South Dakota,2020
IPR/Copyright and Counterfeit,"$111,159",South Dakota,2020
Identity Theft,"$144,449",South Dakota,2020
Investment,"$110,091",South Dakota,2020
Lottery/Sweepstakes/Inheritance,"$150,696",South Dakota,2020
Malware/Scareware/Virus,$0,South Dakota,2020
Misrepresentation,$0,South Dakota,2020
No Lead Value,$0,South Dakota,2020
Non-payment/Non-Delivery,"$322,646",South Dakota,2020
Other,$0,South Dakota,2020
Overpayment,"$132,260",South Dakota,2020
Personal Data Breach,"$18,259",South Dakota,2020
Phishing/Vishing/Smishing/Pharming,"$9,656",South Dakota,2020
Ransomware,"$75,900",South Dakota,2020
Re-shipping,$0,South Dakota,2020
Real Estate/Rental,"$6,550",South Dakota,2020
Spoofing,"$230,395",South Dakota,2020
Tech Support,"$146,377",South Dakota,2020
Terrorism,$0,South Dakota,2020
Social Media,"$310,296",South Dakota,2020
Virtual Currency,"$189,680",South Dakota,2020
Advanced Fee,"$563,344",Tennessee,2020
BEC/EAC,"$20,831,147",Tennessee,2020
Charity,$0,Tennessee,2020
Civil Matter,"$87,539",Tennessee,2020
Confidence Fraud/Romance,"$4,526,218",Tennessee,2020
Corporate Data Breach,"$1,227,717",Tennessee,2020
Credit Card Fraud,"$782,567",Tennessee,2020
Crimes Against Children,$0,Tennessee,2020
Criminal Forums,$0,Tennessee,2020
Denial of Service/TDos,$0,Tennessee,2020
Employment,"$549,931",Tennessee,2020
Extortion,"$287,277",Tennessee,2020
Gambling,$0,Tennessee,2020
Government Impersonation,"$301,501",Tennessee,2020
Hacktivist,$0,Tennessee,2020
Harassment/Threats of Violence,"$38,329",Tennessee,2020
Health Care Related,"$3,645",Tennessee,2020
IPR/Copyright and Counterfeit,"$735,013",Tennessee,2020
Identity Theft,"$1,024,515",Tennessee,2020
Investment,"$4,465,348",Tennessee,2020
Lottery/Sweepstakes/Inheritance,"$798,607",Tennessee,2020
Malware/Scareware/Virus,"$7,696",Tennessee,2020
Misrepresentation,$0,Tennessee,2020
No Lead Value,$0,Tennessee,2020
Non-payment/Non-Delivery,"$2,347,435",Tennessee,2020
Other,"$431,446",Tennessee,2020
Overpayment,"$319,136",Tennessee,2020
Personal Data Breach,"$569,494",Tennessee,2020
Phishing/Vishing/Smishing/Pharming,"$2,921,163",Tennessee,2020
Ransomware,"$24,860",Tennessee,2020
Re-shipping,$0,Tennessee,2020
Real Estate/Rental,"$2,382,094",Tennessee,2020
Spoofing,"$3,299,698",Tennessee,2020
Tech Support,"$1,500,271",Tennessee,2020
Terrorism,$0,Tennessee,2020
Social Media,"$1,034,203",Tennessee,2020
Virtual Currency,"$1,320,473",Tennessee,2020
Advanced Fee,"$5,393,959",Texas,2020
BEC/EAC,"$136,223,701",Texas,2020
Charity,$0,Texas,2020
Civil Matter,"$301,966",Texas,2020
Confidence Fraud/Romance,"$42,181,951",Texas,2020
Corporate Data Breach,"$6,785,734",Texas,2020
Credit Card Fraud,"$37,085,127",Texas,2020
Crimes Against Children,"$48,808",Texas,2020
Criminal Forums,$0,Texas,2020
Denial of Service/TDos,"$1,697",Texas,2020
Employment,"$4,509,243",Texas,2020
Extortion,"$6,314,431",Texas,2020
Gambling,"$1,349,494",Texas,2020
Government Impersonation,"$6,080,505",Texas,2020
Hacktivist,$0,Texas,2020
Harassment/Threats of Violence,"$531,483",Texas,2020
Health Care Related,"$1,665,912",Texas,2020
IPR/Copyright and Counterfeit,"$752,120",Texas,2020
Identity Theft,"$16,647,823",Texas,2020
Investment,"$27,612,852",Texas,2020
Lottery/Sweepstakes/Inheritance,"$4,510,082",Texas,2020
Malware/Scareware/Virus,"$286,608",Texas,2020
Misrepresentation,$0,Texas,2020
No Lead Value,$0,Texas,2020
Non-payment/Non-Delivery,"$15,309,037",Texas,2020
Other,"$2,927,425",Texas,2020
Overpayment,"$3,500,380",Texas,2020
Personal Data Breach,"$37,720,530",Texas,2020
Phishing/Vishing/Smishing/Pharming,"$2,347,331",Texas,2020
Ransomware,"$547,154",Texas,2020
Re-shipping,"$222,100",Texas,2020
Real Estate/Rental,"$23,085,237",Texas,2020
Spoofing,"$24,790,138",Texas,2020
Tech Support,"$12,194,868",Texas,2020
Terrorism,$0,Texas,2020
Social Media,"$6,870,919",Texas,2020
Virtual Currency,"$15,173,367",Texas,2020
Advanced Fee,"$4,600",United States Minor Outlying Islands,2020
BEC/EAC,$800,United States Minor Outlying Islands,2020
Charity,$0,United States Minor Outlying Islands,2020
Civil Matter,$0,United States Minor Outlying Islands,2020
Confidence Fraud/Romance,"$35,100",United States Minor Outlying Islands,2020
Corporate Data Breach,$0,United States Minor Outlying Islands,2020
Credit Card Fraud,"$5,594",United States Minor Outlying Islands,2020
Crimes Against Children,$0,United States Minor Outlying Islands,2020
Criminal Forums,$0,United States Minor Outlying Islands,2020
Denial of Service/TDos,$0,United States Minor Outlying Islands,2020
Employment,"$4,401",United States Minor Outlying Islands,2020
Extortion,"$6,800",United States Minor Outlying Islands,2020
Gambling,$0,United States Minor Outlying Islands,2020
Government Impersonation,"$6,500",United States Minor Outlying Islands,2020
Hacktivist,$0,United States Minor Outlying Islands,2020
Harassment/Threats of Violence,$0,United States Minor Outlying Islands,2020
Health Care Related,$0,United States Minor Outlying Islands,2020
IPR/Copyright and Counterfeit,$750,United States Minor Outlying Islands,2020
Identity Theft,$220,United States Minor Outlying Islands,2020
Investment,$0,United States Minor Outlying Islands,2020
Lottery/Sweepstakes/Inheritance,$0,United States Minor Outlying Islands,2020
Malware/Scareware/Virus,$0,United States Minor Outlying Islands,2020
Misrepresentation,$0,United States Minor Outlying Islands,2020
No Lead Value,$0,United States Minor Outlying Islands,2020
Non-payment/Non-Delivery,"$61,155",United States Minor Outlying Islands,2020
Other,$125,United States Minor Outlying Islands,2020
Overpayment,"$9,335",United States Minor Outlying Islands,2020
Personal Data Breach,$995,United States Minor Outlying Islands,2020
Phishing/Vishing/Smishing/Pharming,"$63,960",United States Minor Outlying Islands,2020
Ransomware,$0,United States Minor Outlying Islands,2020
Re-shipping,$0,United States Minor Outlying Islands,2020
Real Estate/Rental,$0,United States Minor Outlying Islands,2020
Spoofing,$0,United States Minor Outlying Islands,2020
Tech Support,"$17,100",United States Minor Outlying Islands,2020
Terrorism,$0,United States Minor Outlying Islands,2020
Social Media,"$9,633",United States Minor Outlying Islands,2020
Virtual Currency,$0,United States Minor Outlying Islands,2020
Advanced Fee,"$1,338,997",Utah,2020
BEC/EAC,"$13,186,099",Utah,2020
Charity,$0,Utah,2020
Civil Matter,"$302,996",Utah,2020
Confidence Fraud/Romance,"$6,036,574",Utah,2020
Corporate Data Breach,"$1,772,517",Utah,2020
Credit Card Fraud,"$1,505,681",Utah,2020
Crimes Against Children,$0,Utah,2020
Criminal Forums,$0,Utah,2020
Denial of Service/TDos,$135,Utah,2020
Employment,"$706,078",Utah,2020
Extortion,"$413,176",Utah,2020
Gambling,"$3,500",Utah,2020
Government Impersonation,"$910,147",Utah,2020
Hacktivist,$0,Utah,2020
Harassment/Threats of Violence,"$47,055",Utah,2020
Health Care Related,"$17,260",Utah,2020
IPR/Copyright and Counterfeit,"$7,789",Utah,2020
Identity Theft,"$1,195,919",Utah,2020
Investment,"$1,758,391",Utah,2020
Lottery/Sweepstakes/Inheritance,"$387,576",Utah,2020
Malware/Scareware/Virus,"$3,229",Utah,2020
Misrepresentation,$0,Utah,2020
No Lead Value,$0,Utah,2020
Non-payment/Non-Delivery,"$3,099,967",Utah,2020
Other,"$15,830,458",Utah,2020
Overpayment,"$1,068,932",Utah,2020
Personal Data Breach,"$2,018,413",Utah,2020
Phishing/Vishing/Smishing/Pharming,"$322,830",Utah,2020
Ransomware,"$1,185,619",Utah,2020
Re-shipping,$0,Utah,2020
Real Estate/Rental,"$1,960,429",Utah,2020
Spoofing,"$569,508",Utah,2020
Tech Support,"$782,354",Utah,2020
Terrorism,$0,Utah,2020
Social Media,"$1,362,915",Utah,2020
Virtual Currency,"$991,146",Utah,2020
Advanced Fee,"$100,603",Vermont,2020
BEC/EAC,"$1,521,042",Vermont,2020
Charity,$0,Vermont,2020
Civil Matter,"$3,799",Vermont,2020
Confidence Fraud/Romance,"$671,040",Vermont,2020
Corporate Data Breach,$0,Vermont,2020
Credit Card Fraud,"$240,877",Vermont,2020
Crimes Against Children,$0,Vermont,2020
Criminal Forums,$0,Vermont,2020
Denial of Service/TDos,$0,Vermont,2020
Employment,"$21,326",Vermont,2020
Extortion,"$6,593",Vermont,2020
Gambling,$0,Vermont,2020
Government Impersonation,"$22,790",Vermont,2020
Hacktivist,$0,Vermont,2020
Harassment/Threats of Violence,"$103,371",Vermont,2020
Health Care Related,$0,Vermont,2020
IPR/Copyright and Counterfeit,$266,Vermont,2020
Identity Theft,"$196,865",Vermont,2020
Investment,"$100,218",Vermont,2020
Lottery/Sweepstakes/Inheritance,"$190,700",Vermont,2020
Malware/Scareware/Virus,$0,Vermont,2020
Misrepresentation,$0,Vermont,2020
No Lead Value,$0,Vermont,2020
Non-payment/Non-Delivery,"$324,466",Vermont,2020
Other,$0,Vermont,2020
Overpayment,"$734,122",Vermont,2020
Personal Data Breach,"$96,521",Vermont,2020
Phishing/Vishing/Smishing/Pharming,"$39,520",Vermont,2020
Ransomware,$0,Vermont,2020
Re-shipping,$0,Vermont,2020
Real Estate/Rental,"$366,243",Vermont,2020
Spoofing,"$116,630",Vermont,2020
Tech Support,"$179,250",Vermont,2020
Terrorism,$0,Vermont,2020
Social Media,"$28,095",Vermont,2020
Virtual Currency,"$3,718",Vermont,2020
Advanced Fee,$400,Virgin Islands,2020
BEC/EAC,$0,Virgin Islands,2020
Charity,$0,Virgin Islands,2020
Civil Matter,$0,Virgin Islands,2020
Confidence Fraud/Romance,"$41,100",Virgin Islands,2020
Corporate Data Breach,$0,Virgin Islands,2020
Credit Card Fraud,"$24,807",Virgin Islands,2020
Crimes Against Children,$0,Virgin Islands,2020
Criminal Forums,$0,Virgin Islands,2020
Denial of Service/TDos,$0,Virgin Islands,2020
Employment,"$11,543",Virgin Islands,2020
Extortion,"$91,000",Virgin Islands,2020
Gambling,$0,Virgin Islands,2020
Government Impersonation,"$91,400",Virgin Islands,2020
Hacktivist,$0,Virgin Islands,2020
Harassment/Threats of Violence,$400,Virgin Islands,2020
Health Care Related,$0,Virgin Islands,2020
IPR/Copyright and Counterfeit,$0,Virgin Islands,2020
Identity Theft,"$36,025",Virgin Islands,2020
Investment,"$5,800",Virgin Islands,2020
Lottery/Sweepstakes/Inheritance,"$6,000",Virgin Islands,2020
Malware/Scareware/Virus,$0,Virgin Islands,2020
Misrepresentation,$0,Virgin Islands,2020
No Lead Value,$0,Virgin Islands,2020
Non-payment/Non-Delivery,"$20,820",Virgin Islands,2020
Other,$0,Virgin Islands,2020
Overpayment,$0,Virgin Islands,2020
Personal Data Breach,"$44,562",Virgin Islands,2020
Phishing/Vishing/Smishing/Pharming,"$2,900",Virgin Islands,2020
Ransomware,$0,Virgin Islands,2020
Re-shipping,$0,Virgin Islands,2020
Real Estate/Rental,"$84,574",Virgin Islands,2020
Spoofing,"$11,000",Virgin Islands,2020
Tech Support,"$2,700",Virgin Islands,2020
Terrorism,$0,Virgin Islands,2020
Social Media,"$6,850",Virgin Islands,2020
Virtual Currency,"$5,800",Virgin Islands,2020
Advanced Fee,"$1,501,996",Virginia,2020
BEC/EAC,"$44,950,407",Virginia,2020
Charity,$0,Virginia,2020
