Crime Type,Victim Count,State/Territory,Year
Gambling,9,Ohio,2020
Government Impersonation,303,Ohio,2020
Hacktivist,0,Ohio,2020
Harassment/Threats of Violence,534,Ohio,2020
Health Care Related,27,Ohio,2020
IPR/Copyright and Counterfeit,76,Ohio,2020
Identity Theft,512,Ohio,2020
Investment,92,Ohio,2020
Lottery/Sweepstakes/Inheritance,124,Ohio,2020
Malware/Scareware/Virus,47,Ohio,2020
Misrepresentation,0,Ohio,2020
No Lead Value,"1,521",Ohio,2020
Non-payment/Non-Delivery,"3,099",Ohio,2020
Other,199,Ohio,2020
Overpayment,233,Ohio,2020
Personal Data Breach,"1,172",Ohio,2020
Phishing/Vishing/Smishing/Pharming,573,Ohio,2020
Ransomware,63,Ohio,2020
Re-shipping,17,Ohio,2020
Real Estate/Rental,269,Ohio,2020
Spoofing,882,Ohio,2020
Tech Support,334,Ohio,2020
Terrorism,0,Ohio,2020
Social Media,"1,072",Ohio,2020
Virtual Currency,749,Ohio,2020
Advanced Fee,113,Oklahoma,2020
BEC/EAC,149,Oklahoma,2020
Charity,0,Oklahoma,2020
Civil Matter,8,Oklahoma,2020
Confidence Fraud/Romance,212,Oklahoma,2020
Corporate Data Breach,14,Oklahoma,2020
Credit Card Fraud,152,Oklahoma,2020
Crimes Against Children,47,Oklahoma,2020
Criminal Forums,0,Oklahoma,2020
Denial of Service/TDos,18,Oklahoma,2020
Employment,136,Oklahoma,2020
Extortion,524,Oklahoma,2020
Gambling,0,Oklahoma,2020
Government Impersonation,133,Oklahoma,2020
Hacktivist,0,Oklahoma,2020
Harassment/Threats of Violence,169,Oklahoma,2020
Health Care Related,6,Oklahoma,2020
IPR/Copyright and Counterfeit,26,Oklahoma,2020
Identity Theft,840,Oklahoma,2020
Investment,21,Oklahoma,2020
Lottery/Sweepstakes/Inheritance,70,Oklahoma,2020
Malware/Scareware/Virus,10,Oklahoma,2020
Misrepresentation,0,Oklahoma,2020
No Lead Value,199,Oklahoma,2020
Non-payment/Non-Delivery,984,Oklahoma,2020
Other,61,Oklahoma,2020
Overpayment,93,Oklahoma,2020
Personal Data Breach,375,Oklahoma,2020
Phishing/Vishing/Smishing/Pharming,207,Oklahoma,2020
Ransomware,28,Oklahoma,2020
Re-shipping,7,Oklahoma,2020
Real Estate/Rental,64,Oklahoma,2020
Spoofing,240,Oklahoma,2020
Tech Support,114,Oklahoma,2020
Terrorism,0,Oklahoma,2020
Social Media,329,Oklahoma,2020
Virtual Currency,190,Oklahoma,2020
Advanced Fee,154,Oregon,2020
BEC/EAC,263,Oregon,2020
Charity,0,Oregon,2020
Civil Matter,6,Oregon,2020
Confidence Fraud/Romance,308,Oregon,2020
Corporate Data Breach,47,Oregon,2020
Credit Card Fraud,217,Oregon,2020
Crimes Against Children,61,Oregon,2020
Criminal Forums,0,Oregon,2020
Denial of Service/TDos,19,Oregon,2020
Employment,168,Oregon,2020
Extortion,"1,440",Oregon,2020
Gambling,4,Oregon,2020
Government Impersonation,168,Oregon,2020
Hacktivist,0,Oregon,2020
Harassment/Threats of Violence,227,Oregon,2020
Health Care Related,9,Oregon,2020
IPR/Copyright and Counterfeit,43,Oregon,2020
Identity Theft,316,Oregon,2020
Investment,51,Oregon,2020
Lottery/Sweepstakes/Inheritance,106,Oregon,2020
Malware/Scareware/Virus,19,Oregon,2020
Misrepresentation,0,Oregon,2020
No Lead Value,225,Oregon,2020
Non-payment/Non-Delivery,"1,242",Oregon,2020
Other,90,Oregon,2020
Overpayment,195,Oregon,2020
Personal Data Breach,558,Oregon,2020
Phishing/Vishing/Smishing/Pharming,395,Oregon,2020
Ransomware,30,Oregon,2020
Re-shipping,5,Oregon,2020
Real Estate/Rental,227,Oregon,2020
Spoofing,335,Oregon,2020
Tech Support,266,Oregon,2020
Terrorism,0,Oregon,2020
Social Media,424,Oregon,2020
Virtual Currency,550,Oregon,2020
Advanced Fee,376,Pennsylvania,2020
BEC/EAC,671,Pennsylvania,2020
Charity,0,Pennsylvania,2020
Civil Matter,19,Pennsylvania,2020
Confidence Fraud/Romance,736,Pennsylvania,2020
Corporate Data Breach,106,Pennsylvania,2020
Credit Card Fraud,503,Pennsylvania,2020
Crimes Against Children,78,Pennsylvania,2020
Criminal Forums,0,Pennsylvania,2020
Denial of Service/TDos,75,Pennsylvania,2020
Employment,486,Pennsylvania,2020
Extortion,"2,899",Pennsylvania,2020
Gambling,21,Pennsylvania,2020
Government Impersonation,404,Pennsylvania,2020
Hacktivist,0,Pennsylvania,2020
Harassment/Threats of Violence,568,Pennsylvania,2020
Health Care Related,213,Pennsylvania,2020
IPR/Copyright and Counterfeit,96,Pennsylvania,2020
Identity Theft,686,Pennsylvania,2020
Investment,161,Pennsylvania,2020
Lottery/Sweepstakes/Inheritance,230,Pennsylvania,2020
Malware/Scareware/Virus,45,Pennsylvania,2020
Misrepresentation,0,Pennsylvania,2020
No Lead Value,"1,984",Pennsylvania,2020
Non-payment/Non-Delivery,"4,104",Pennsylvania,2020
Other,346,Pennsylvania,2020
Overpayment,350,Pennsylvania,2020
Personal Data Breach,"1,401",Pennsylvania,2020
Phishing/Vishing/Smishing/Pharming,"1,097",Pennsylvania,2020
Ransomware,116,Pennsylvania,2020
Re-shipping,25,Pennsylvania,2020
Real Estate/Rental,403,Pennsylvania,2020
Spoofing,"1,099",Pennsylvania,2020
Tech Support,498,Pennsylvania,2020
Terrorism,0,Pennsylvania,2020
Social Media,"1,283",Pennsylvania,2020
Virtual Currency,"1,152",Pennsylvania,2020
Advanced Fee,59,Puerto Rico,2020
BEC/EAC,42,Puerto Rico,2020
Charity,0,Puerto Rico,2020
Civil Matter,2,Puerto Rico,2020
Confidence Fraud/Romance,74,Puerto Rico,2020
Corporate Data Breach,9,Puerto Rico,2020
Credit Card Fraud,28,Puerto Rico,2020
Crimes Against Children,15,Puerto Rico,2020
Criminal Forums,0,Puerto Rico,2020
Denial of Service/TDos,0,Puerto Rico,2020
Employment,29,Puerto Rico,2020
Extortion,254,Puerto Rico,2020
Gambling,1,Puerto Rico,2020
Government Impersonation,68,Puerto Rico,2020
Hacktivist,0,Puerto Rico,2020
Harassment/Threats of Violence,85,Puerto Rico,2020
Health Care Related,8,Puerto Rico,2020
IPR/Copyright and Counterfeit,11,Puerto Rico,2020
Identity Theft,65,Puerto Rico,2020
Investment,22,Puerto Rico,2020
Lottery/Sweepstakes/Inheritance,6,Puerto Rico,2020
Malware/Scareware/Virus,4,Puerto Rico,2020
Misrepresentation,0,Puerto Rico,2020
No Lead Value,409,Puerto Rico,2020
Non-payment/Non-Delivery,344,Puerto Rico,2020
Other,74,Puerto Rico,2020
Overpayment,19,Puerto Rico,2020
Personal Data Breach,135,Puerto Rico,2020
Phishing/Vishing/Smishing/Pharming,72,Puerto Rico,2020
Ransomware,17,Puerto Rico,2020
Re-shipping,0,Puerto Rico,2020
Real Estate/Rental,25,Puerto Rico,2020
Spoofing,67,Puerto Rico,2020
Tech Support,19,Puerto Rico,2020
Terrorism,0,Puerto Rico,2020
Social Media,152,Puerto Rico,2020
Virtual Currency,107,Puerto Rico,2020
Advanced Fee,41,Rhode Island,2020
BEC/EAC,85,Rhode Island,2020
Charity,0,Rhode Island,2020
Civil Matter,0,Rhode Island,2020
Confidence Fraud/Romance,80,Rhode Island,2020
Corporate Data Breach,9,Rhode Island,2020
Credit Card Fraud,18,Rhode Island,2020
Crimes Against Children,8,Rhode Island,2020
Criminal Forums,0,Rhode Island,2020
Denial of Service/TDos,8,Rhode Island,2020
Employment,29,Rhode Island,2020
Extortion,230,Rhode Island,2020
Gambling,0,Rhode Island,2020
Government Impersonation,53,Rhode Island,2020
Hacktivist,0,Rhode Island,2020
Harassment/Threats of Violence,51,Rhode Island,2020
Health Care Related,4,Rhode Island,2020
IPR/Copyright and Counterfeit,7,Rhode Island,2020
Identity Theft,208,Rhode Island,2020
Investment,13,Rhode Island,2020
Lottery/Sweepstakes/Inheritance,14,Rhode Island,2020
Malware/Scareware/Virus,4,Rhode Island,2020
Misrepresentation,0,Rhode Island,2020
No Lead Value,85,Rhode Island,2020
Non-payment/Non-Delivery,356,Rhode Island,2020
Other,14,Rhode Island,2020
Overpayment,24,Rhode Island,2020
Personal Data Breach,110,Rhode Island,2020
Phishing/Vishing/Smishing/Pharming,84,Rhode Island,2020
Ransomware,6,Rhode Island,2020
Re-shipping,2,Rhode Island,2020
Real Estate/Rental,67,Rhode Island,2020
Spoofing,107,Rhode Island,2020
Tech Support,59,Rhode Island,2020
Terrorism,0,Rhode Island,2020
Social Media,107,Rhode Island,2020
Virtual Currency,96,Rhode Island,2020
Advanced Fee,163,South Carolina,2020
BEC/EAC,219,South Carolina,2020
Charity,0,South Carolina,2020
Civil Matter,4,South Carolina,2020
Confidence Fraud/Romance,250,South Carolina,2020
Corporate Data Breach,23,South Carolina,2020
Credit Card Fraud,160,South Carolina,2020
Crimes Against Children,34,South Carolina,2020
Criminal Forums,0,South Carolina,2020
Denial of Service/TDos,15,South Carolina,2020
Employment,185,South Carolina,2020
Extortion,745,South Carolina,2020
Gambling,7,South Carolina,2020
Government Impersonation,177,South Carolina,2020
Hacktivist,0,South Carolina,2020
Harassment/Threats of Violence,183,South Carolina,2020
Health Care Related,3,South Carolina,2020
IPR/Copyright and Counterfeit,32,South Carolina,2020
Identity Theft,267,South Carolina,2020
Investment,50,South Carolina,2020
Lottery/Sweepstakes/Inheritance,80,South Carolina,2020
Malware/Scareware/Virus,19,South Carolina,2020
Misrepresentation,0,South Carolina,2020
No Lead Value,225,South Carolina,2020
Non-payment/Non-Delivery,"1,551",South Carolina,2020
Other,75,South Carolina,2020
Overpayment,133,South Carolina,2020
Personal Data Breach,531,South Carolina,2020
Phishing/Vishing/Smishing/Pharming,305,South Carolina,2020
Ransomware,27,South Carolina,2020
Re-shipping,10,South Carolina,2020
Real Estate/Rental,169,South Carolina,2020
Spoofing,377,South Carolina,2020
Tech Support,236,South Carolina,2020
Terrorism,0,South Carolina,2020
Social Media,534,South Carolina,2020
Virtual Currency,330,South Carolina,2020
Advanced Fee,23,South Dakota,2020
BEC/EAC,20,South Dakota,2020
Charity,0,South Dakota,2020
Civil Matter,1,South Dakota,2020
Confidence Fraud/Romance,32,South Dakota,2020
Corporate Data Breach,4,South Dakota,2020
Credit Card Fraud,34,South Dakota,2020
Crimes Against Children,6,South Dakota,2020
Criminal Forums,0,South Dakota,2020
Denial of Service/TDos,5,South Dakota,2020
Employment,11,South Dakota,2020
Extortion,100,South Dakota,2020
Gambling,2,South Dakota,2020
Government Impersonation,32,South Dakota,2020
Hacktivist,0,South Dakota,2020
Harassment/Threats of Violence,28,South Dakota,2020
Health Care Related,2,South Dakota,2020
IPR/Copyright and Counterfeit,4,South Dakota,2020
Identity Theft,28,South Dakota,2020
Investment,9,South Dakota,2020
Lottery/Sweepstakes/Inheritance,17,South Dakota,2020
Malware/Scareware/Virus,1,South Dakota,2020
Misrepresentation,0,South Dakota,2020
No Lead Value,80,South Dakota,2020
Non-payment/Non-Delivery,183,South Dakota,2020
Other,14,South Dakota,2020
Overpayment,20,South Dakota,2020
Personal Data Breach,61,South Dakota,2020
Phishing/Vishing/Smishing/Pharming,35,South Dakota,2020
Ransomware,6,South Dakota,2020
Re-shipping,1,South Dakota,2020
Real Estate/Rental,10,South Dakota,2020
Spoofing,41,South Dakota,2020
Tech Support,32,South Dakota,2020
Terrorism,0,South Dakota,2020
Social Media,59,South Dakota,2020
Virtual Currency,45,South Dakota,2020
Advanced Fee,219,Tennessee,2020
BEC/EAC,249,Tennessee,2020
Charity,0,Tennessee,2020
Civil Matter,15,Tennessee,2020
Confidence Fraud/Romance,334,Tennessee,2020
Corporate Data Breach,29,Tennessee,2020
Credit Card Fraud,312,Tennessee,2020
Crimes Against Children,60,Tennessee,2020
Criminal Forums,0,Tennessee,2020
Denial of Service/TDos,37,Tennessee,2020
Employment,298,Tennessee,2020
Extortion,"1,185",Tennessee,2020
Gambling,1,Tennessee,2020
Government Impersonation,218,Tennessee,2020
Hacktivist,0,Tennessee,2020
Harassment/Threats of Violence,267,Tennessee,2020
Health Care Related,15,Tennessee,2020
IPR/Copyright and Counterfeit,75,Tennessee,2020
Identity Theft,419,Tennessee,2020
Investment,71,Tennessee,2020
Lottery/Sweepstakes/Inheritance,130,Tennessee,2020
Malware/Scareware/Virus,18,Tennessee,2020
Misrepresentation,0,Tennessee,2020
No Lead Value,843,Tennessee,2020
Non-payment/Non-Delivery,"1,922",Tennessee,2020
Other,110,Tennessee,2020
Overpayment,162,Tennessee,2020
Personal Data Breach,714,Tennessee,2020
Phishing/Vishing/Smishing/Pharming,379,Tennessee,2020
Ransomware,34,Tennessee,2020
Re-shipping,17,Tennessee,2020
Real Estate/Rental,229,Tennessee,2020
Spoofing,366,Tennessee,2020
Tech Support,281,Tennessee,2020
Terrorism,0,Tennessee,2020
Social Media,629,Tennessee,2020
Virtual Currency,417,Tennessee,2020
Advanced Fee,940,Texas,2020
BEC/EAC,"1,662",Texas,2020
Charity,0,Texas,2020
Civil Matter,65,Texas,2020
Confidence Fraud/Romance,"1,602",Texas,2020
Corporate Data Breach,559,Texas,2020
Credit Card Fraud,"1,198",Texas,2020
Crimes Against Children,245,Texas,2020
Criminal Forums,0,Texas,2020
Denial of Service/TDos,151,Texas,2020
Employment,"1,720",Texas,2020
Extortion,"4,891",Texas,2020
Gambling,23,Texas,2020
Government Impersonation,"1,170",Texas,2020
Hacktivist,0,Texas,2020
Harassment/Threats of Violence,"1,311",Texas,2020
Health Care Related,68,Texas,2020
IPR/Copyright and Counterfeit,225,Texas,2020
Identity Theft,"1,773",Texas,2020
Investment,489,Texas,2020
Lottery/Sweepstakes/Inheritance,536,Texas,2020
Malware/Scareware/Virus,92,Texas,2020
Misrepresentation,0,Texas,2020
No Lead Value,"3,859",Texas,2020
Non-payment/Non-Delivery,"7,893",Texas,2020
Other,524,Texas,2020
Overpayment,890,Texas,2020
Personal Data Breach,"3,394",Texas,2020
Phishing/Vishing/Smishing/Pharming,"1,802",Texas,2020
Ransomware,219,Texas,2020
Re-shipping,101,Texas,2020
Real Estate/Rental,975,Texas,2020
Spoofing,"1,921",Texas,2020
Tech Support,"1,081",Texas,2020
Terrorism,0,Texas,2020
Social Media,"2,556",Texas,2020
Virtual Currency,"2,186",Texas,2020
Advanced Fee,2,United States Minor Outlying Islands,2020
BEC/EAC,1,United States Minor Outlying Islands,2020
Charity,0,United States Minor Outlying Islands,2020
Civil Matter,0,United States Minor Outlying Islands,2020
Confidence Fraud/Romance,3,United States Minor Outlying Islands,2020
Corporate Data Breach,0,United States Minor Outlying Islands,2020
Credit Card Fraud,5,United States Minor Outlying Islands,2020
Crimes Against Children,2,United States Minor Outlying Islands,2020
Criminal Forums,0,United States Minor Outlying Islands,2020
Denial of Service/TDos,1,United States Minor Outlying Islands,2020
Employment,5,United States Minor Outlying Islands,2020
Extortion,7,United States Minor Outlying Islands,2020
Gambling,0,United States Minor Outlying Islands,2020
Government Impersonation,4,United States Minor Outlying Islands,2020
Hacktivist,0,United States Minor Outlying Islands,2020
Harassment/Threats of Violence,6,United States Minor Outlying Islands,2020
Health Care Related,2,United States Minor Outlying Islands,2020
IPR/Copyright and Counterfeit,1,United States Minor Outlying Islands,2020
Identity Theft,6,United States Minor Outlying Islands,2020
Investment,0,United States Minor Outlying Islands,2020
Lottery/Sweepstakes/Inheritance,0,United States Minor Outlying Islands,2020
Malware/Scareware/Virus,0,United States Minor Outlying Islands,2020
Misrepresentation,0,United States Minor Outlying Islands,2020
No Lead Value,16,United States Minor Outlying Islands,2020
Non-payment/Non-Delivery,19,United States Minor Outlying Islands,2020
Other,4,United States Minor Outlying Islands,2020
Overpayment,3,United States Minor Outlying Islands,2020
Personal Data Breach,6,United States Minor Outlying Islands,2020
Phishing/Vishing/Smishing/Pharming,9,United States Minor Outlying Islands,2020
Ransomware,0,United States Minor Outlying Islands,2020
Re-shipping,1,United States Minor Outlying Islands,2020
Real Estate/Rental,0,United States Minor Outlying Islands,2020
Spoofing,4,United States Minor Outlying Islands,2020
Tech Support,6,United States Minor Outlying Islands,2020
Terrorism,0,United States Minor Outlying Islands,2020
Social Media,9,United States Minor Outlying Islands,2020
Virtual Currency,3,United States Minor Outlying Islands,2020
Advanced Fee,168,Utah,2020
BEC/EAC,175,Utah,2020
Charity,0,Utah,2020
Civil Matter,7,Utah,2020
Confidence Fraud/Romance,296,Utah,2020
Corporate Data Breach,14,Utah,2020
Credit Card Fraud,236,Utah,2020
Crimes Against Children,30,Utah,2020
Criminal Forums,0,Utah,2020
Denial of Service/TDos,11,Utah,2020
Employment,233,Utah,2020
Extortion,959,Utah,2020
Gambling,2,Utah,2020
Government Impersonation,120,Utah,2020
Hacktivist,0,Utah,2020
Harassment/Threats of Violence,136,Utah,2020
Health Care Related,5,Utah,2020
IPR/Copyright and Counterfeit,38,Utah,2020
Identity Theft,240,Utah,2020
Investment,47,Utah,2020
Lottery/Sweepstakes/Inheritance,77,Utah,2020
Malware/Scareware/Virus,12,Utah,2020
Misrepresentation,0,Utah,2020
No Lead Value,206,Utah,2020
Non-payment/Non-Delivery,835,Utah,2020
Other,66,Utah,2020
Overpayment,287,Utah,2020
Personal Data Breach,422,Utah,2020
Phishing/Vishing/Smishing/Pharming,309,Utah,2020
Ransomware,21,Utah,2020
Re-shipping,8,Utah,2020
Real Estate/Rental,88,Utah,2020
Spoofing,224,Utah,2020
Tech Support,133,Utah,2020
Terrorism,0,Utah,2020
Social Media,400,Utah,2020
Virtual Currency,405,Utah,2020
Advanced Fee,15,Vermont,2020
BEC/EAC,33,Vermont,2020
Charity,0,Vermont,2020
Civil Matter,1,Vermont,2020
Confidence Fraud/Romance,46,Vermont,2020
Corporate Data Breach,5,Vermont,2020
Credit Card Fraud,23,Vermont,2020
Crimes Against Children,7,Vermont,2020
Criminal Forums,0,Vermont,2020
Denial of Service/TDos,2,Vermont,2020
Employment,15,Vermont,2020
Extortion,158,Vermont,2020
Gambling,0,Vermont,2020
Government Impersonation,23,Vermont,2020
Hacktivist,0,Vermont,2020
Harassment/Threats of Violence,32,Vermont,2020
Health Care Related,0,Vermont,2020
IPR/Copyright and Counterfeit,8,Vermont,2020
Identity Theft,31,Vermont,2020
Investment,3,Vermont,2020
Lottery/Sweepstakes/Inheritance,10,Vermont,2020
Malware/Scareware/Virus,3,Vermont,2020
Misrepresentation,0,Vermont,2020
No Lead Value,45,Vermont,2020
Non-payment/Non-Delivery,201,Vermont,2020
Other,14,Vermont,2020
Overpayment,16,Vermont,2020
Personal Data Breach,51,Vermont,2020
Phishing/Vishing/Smishing/Pharming,38,Vermont,2020
Ransomware,3,Vermont,2020
Re-shipping,1,Vermont,2020
Real Estate/Rental,42,Vermont,2020
Spoofing,49,Vermont,2020
Tech Support,27,Vermont,2020
Terrorism,0,Vermont,2020
Social Media,59,Vermont,2020
Virtual Currency,65,Vermont,2020
Advanced Fee,3,Virgin Islands,2020
BEC/EAC,4,Virgin Islands,2020
Charity,0,Virgin Islands,2020
Civil Matter,0,Virgin Islands,2020
Confidence Fraud/Romance,4,Virgin Islands,2020
Corporate Data Breach,0,Virgin Islands,2020
Credit Card Fraud,2,Virgin Islands,2020
Crimes Against Children,0,Virgin Islands,2020
Criminal Forums,0,Virgin Islands,2020
Denial of Service/TDos,0,Virgin Islands,2020
Employment,5,Virgin Islands,2020
Extortion,9,Virgin Islands,2020
Gambling,0,Virgin Islands,2020
Government Impersonation,4,Virgin Islands,2020
Hacktivist,0,Virgin Islands,2020
Harassment/Threats of Violence,4,Virgin Islands,2020
Health Care Related,0,Virgin Islands,2020
IPR/Copyright and Counterfeit,1,Virgin Islands,2020
Identity Theft,4,Virgin Islands,2020
Investment,1,Virgin Islands,2020
Lottery/Sweepstakes/Inheritance,1,Virgin Islands,2020
Malware/Scareware/Virus,0,Virgin Islands,2020
Misrepresentation,0,Virgin Islands,2020
No Lead Value,8,Virgin Islands,2020
Non-payment/Non-Delivery,18,Virgin Islands,2020
Other,1,Virgin Islands,2020
Overpayment,1,Virgin Islands,2020
Personal Data Breach,11,Virgin Islands,2020
Phishing/Vishing/Smishing/Pharming,8,Virgin Islands,2020
Ransomware,0,Virgin Islands,2020
Re-shipping,3,Virgin Islands,2020
Real Estate/Rental,3,Virgin Islands,2020
Spoofing,5,Virgin Islands,2020
Tech Support,4,Virgin Islands,2020
Terrorism,0,Virgin Islands,2020
Social Media,5,Virgin Islands,2020
Virtual Currency,3,Virgin Islands,2020
Advanced Fee,341,Virginia,2020
BEC/EAC,564,Virginia,2020
Charity,0,Virginia,2020
Civil Matter,27,Virginia,2020
Confidence Fraud/Romance,531,Virginia,2020
Corporate Data Breach,70,Virginia,2020
Credit Card Fraud,421,Virginia,2020
Crimes Against Children,68,Virginia,2020
Criminal Forums,0,Virginia,2020
Denial of Service/TDos,48,Virginia,2020
Employment,503,Virginia,2020
Extortion,"2,444",Virginia,2020
Gambling,4,Virginia,2020
Government Impersonation,450,Virginia,2020
Hacktivist,0,Virginia,2020
Harassment/Threats of Violence,504,Virginia,2020
Health Care Related,29,Virginia,2020
IPR/Copyright and Counterfeit,98,Virginia,2020
Identity Theft,675,Virginia,2020
Investment,135,Virginia,2020
Lottery/Sweepstakes/Inheritance,162,Virginia,2020
Malware/Scareware/Virus,43,Virginia,2020
Misrepresentation,0,Virginia,2020
No Lead Value,775,Virginia,2020
Non-payment/Non-Delivery,"2,980",Virginia,2020
Other,150,Virginia,2020
Overpayment,409,Virginia,2020
Personal Data Breach,"1,187",Virginia,2020
Phishing/Vishing/Smishing/Pharming,695,Virginia,2020
Ransomware,56,Virginia,2020
Re-shipping,20,Virginia,2020
Real Estate/Rental,350,Virginia,2020
Spoofing,871,Virginia,2020
Tech Support,490,Virginia,2020
Terrorism,0,Virginia,2020
Social Media,967,Virginia,2020
Virtual Currency,"1,102",Virginia,2020
Advanced Fee,270,Washington,2020
BEC/EAC,525,Washington,2020
Charity,0,Washington,2020
Civil Matter,21,Washington,2020
Confidence Fraud/Romance,579,Washington,2020
Corporate Data Breach,68,Washington,2020
Credit Card Fraud,416,Washington,2020
Crimes Against Children,88,Washington,2020
Criminal Forums,0,Washington,2020
Denial of Service/TDos,47,Washington,2020
Employment,390,Washington,2020
Extortion,"3,416",Washington,2020
Gambling,3,Washington,2020
Government Impersonation,358,Washington,2020
Hacktivist,0,Washington,2020
Harassment/Threats of Violence,508,Washington,2020
Health Care Related,18,Washington,2020
IPR/Copyright and Counterfeit,71,Washington,2020
Identity Theft,"1,130",Washington,2020
Investment,139,Washington,2020
Lottery/Sweepstakes/Inheritance,155,Washington,2020
Malware/Scareware/Virus,34,Washington,2020
Misrepresentation,0,Washington,2020
No Lead Value,"3,255",Washington,2020
Non-payment/Non-Delivery,"2,380",Washington,2020
Other,189,Washington,2020
Overpayment,342,Washington,2020
Personal Data Breach,"1,293",Washington,2020
Phishing/Vishing/Smishing/Pharming,771,Washington,2020
Ransomware,67,Washington,2020
Re-shipping,29,Washington,2020
Real Estate/Rental,493,Washington,2020
Spoofing,642,Washington,2020
Tech Support,446,Washington,2020
Terrorism,0,Washington,2020
Social Media,789,Washington,2020
Virtual Currency,"1,371",Washington,2020
Advanced Fee,37,West Virginia,2020
BEC/EAC,24,West Virginia,2020
Charity,0,West Virginia,2020
Civil Matter,1,West Virginia,2020
Confidence Fraud/Romance,107,West Virginia,2020
Corporate Data Breach,7,West Virginia,2020
Credit Card Fraud,59,West Virginia,2020
Crimes Against Children,19,West Virginia,2020
Criminal Forums,0,West Virginia,2020
Denial of Service/TDos,12,West Virginia,2020
Employment,48,West Virginia,2020
Extortion,233,West Virginia,2020
Gambling,2,West Virginia,2020
Government Impersonation,56,West Virginia,2020
Hacktivist,0,West Virginia,2020
Harassment/Threats of Violence,51,West Virginia,2020
Health Care Related,3,West Virginia,2020
IPR/Copyright and Counterfeit,8,West Virginia,2020
Identity Theft,102,West Virginia,2020
Investment,3,West Virginia,2020
Lottery/Sweepstakes/Inheritance,31,West Virginia,2020
Malware/Scareware/Virus,6,West Virginia,2020
Misrepresentation,0,West Virginia,2020
No Lead Value,106,West Virginia,2020
Non-payment/Non-Delivery,564,West Virginia,2020
Other,26,West Virginia,2020
Overpayment,38,West Virginia,2020
Personal Data Breach,187,West Virginia,2020
Phishing/Vishing/Smishing/Pharming,80,West Virginia,2020
Ransomware,8,West Virginia,2020
Re-shipping,5,West Virginia,2020
Real Estate/Rental,24,West Virginia,2020
Spoofing,124,West Virginia,2020
Tech Support,65,West Virginia,2020
Terrorism,0,West Virginia,2020
Social Media,200,West Virginia,2020
Virtual Currency,77,West Virginia,2020
Advanced Fee,242,Wisconsin,2020
BEC/EAC,233,Wisconsin,2020
Charity,0,Wisconsin,2020
Civil Matter,16,Wisconsin,2020
Confidence Fraud/Romance,355,Wisconsin,2020
Corporate Data Breach,29,Wisconsin,2020
Credit Card Fraud,206,Wisconsin,2020
Crimes Against Children,52,Wisconsin,2020
Criminal Forums,0,Wisconsin,2020
Denial of Service/TDos,47,Wisconsin,2020
Employment,171,Wisconsin,2020
Extortion,858,Wisconsin,2020
Gambling,5,Wisconsin,2020
Government Impersonation,282,Wisconsin,2020
Hacktivist,0,Wisconsin,2020
Harassment/Threats of Violence,202,Wisconsin,2020
Health Care Related,13,Wisconsin,2020
IPR/Copyright and Counterfeit,48,Wisconsin,2020
Identity Theft,330,Wisconsin,2020
Investment,88,Wisconsin,2020
Lottery/Sweepstakes/Inheritance,"1,033",Wisconsin,2020
Malware/Scareware/Virus,24,Wisconsin,2020
Misrepresentation,0,Wisconsin,2020
No Lead Value,724,Wisconsin,2020
Non-payment/Non-Delivery,"1,445",Wisconsin,2020
Other,132,Wisconsin,2020
Overpayment,128,Wisconsin,2020
Personal Data Breach,545,Wisconsin,2020
Phishing/Vishing/Smishing/Pharming,"1,225",Wisconsin,2020
Ransomware,42,Wisconsin,2020
Re-shipping,6,Wisconsin,2020
Real Estate/Rental,187,Wisconsin,2020
Spoofing,905,Wisconsin,2020
Tech Support,237,Wisconsin,2020
Terrorism,0,Wisconsin,2020
Social Media,509,Wisconsin,2020
Virtual Currency,374,Wisconsin,2020
Advanced Fee,20,Wyoming,2020
BEC/EAC,36,Wyoming,2020
Charity,0,Wyoming,2020
Civil Matter,0,Wyoming,2020
Confidence Fraud/Romance,44,Wyoming,2020
Corporate Data Breach,3,Wyoming,2020
Credit Card Fraud,172,Wyoming,2020
Crimes Against Children,3,Wyoming,2020
Criminal Forums,0,Wyoming,2020
Denial of Service/TDos,1,Wyoming,2020
Employment,39,Wyoming,2020
Extortion,84,Wyoming,2020
Gambling,0,Wyoming,2020
Government Impersonation,26,Wyoming,2020
Hacktivist,0,Wyoming,2020
Harassment/Threats of Violence,19,Wyoming,2020
Health Care Related,2,Wyoming,2020
IPR/Copyright and Counterfeit,2,Wyoming,2020
Identity Theft,44,Wyoming,2020
Investment,9,Wyoming,2020
Lottery/Sweepstakes/Inheritance,12,Wyoming,2020
Malware/Scareware/Virus,0,Wyoming,2020
Misrepresentation,0,Wyoming,2020
No Lead Value,59,Wyoming,2020
Non-payment/Non-Delivery,170,Wyoming,2020
Other,10,Wyoming,2020
Overpayment,29,Wyoming,2020
Personal Data Breach,94,Wyoming,2020
Phishing/Vishing/Smishing/Pharming,52,Wyoming,2020
Ransomware,4,Wyoming,2020
Re-shipping,1,Wyoming,2020
Real Estate/Rental,16,Wyoming,2020
Spoofing,54,Wyoming,2020
Tech Support,31,Wyoming,2020
Terrorism,0,Wyoming,2020
Social Media,43,Wyoming,2020
Virtual Currency,31,Wyoming,2020
Advanced Fee,128,Alabama,2021
BEC/EAC,204,Alabama,2021
Charity,9,Alabama,2021
Civil Matter,10,Alabama,2021
