Crime Type,Subject Count,State/Territory,Year
Harassment/Threats of Violence,110,Alabama,2021
Health Care Related,40,Alabama,2021
IPR/Copyright and Counterfeit,10,Alabama,2021
Identity Theft,1,Alabama,2021
Investment,206,Alabama,2021
Lottery/Sweepstakes/Inheritance,349,Alabama,2021
Malware/Scareware/Virus,39,Alabama,2021
Misrepresentation,31,Alabama,2021
No Lead Value,201,Alabama,2021
Non-payment/Non-Delivery,41,Alabama,2021
Other,3,Alabama,2021
Overpayment,2,Alabama,2021
Personal Data Breach,27,Alabama,2021
Phishing/Vishing/Smishing/Pharming,39,Alabama,2021
Ransomware,48,Alabama,2021
Re-shipping,77,Alabama,2021
Social Media,140,Alabama,2021
Virtual Currency,41,Alabama,2021
Advanced Fee,1,Alaska,2021
BEC/EAC,8,Alaska,2021
Charity,3,Alaska,2021
Civil Matter,1,Alaska,2021
Confidence Fraud/Romance,31,Alaska,2021
Corporate Data Breach,0,Alaska,2021
Credit Card Fraud,8,Alaska,2021
Crimes Against Children,0,Alaska,2021
Criminal Forums,0,Alaska,2021
Denial of Service/TDos,7,Alaska,2021
Employment,21,Alaska,2021
Extortion,1,Alaska,2021
Gambling,16,Alaska,2021
Government Impersonation,0,Alaska,2021
Hacktivist,2,Alaska,2021
Harassment/Threats of Violence,17,Alaska,2021
Health Care Related,10,Alaska,2021
IPR/Copyright and Counterfeit,6,Alaska,2021
Identity Theft,0,Alaska,2021
Investment,90,Alaska,2021
Lottery/Sweepstakes/Inheritance,67,Alaska,2021
Malware/Scareware/Virus,11,Alaska,2021
Misrepresentation,5,Alaska,2021
No Lead Value,77,Alaska,2021
Non-payment/Non-Delivery,15,Alaska,2021
Other,1,Alaska,2021
Overpayment,0,Alaska,2021
Personal Data Breach,6,Alaska,2021
Phishing/Vishing/Smishing/Pharming,7,Alaska,2021
Ransomware,13,Alaska,2021
Re-shipping,27,Alaska,2021
Social Media,31,Alaska,2021
Virtual Currency,11,Alaska,2021
Advanced Fee,0,American Samoa,2021
BEC/EAC,0,American Samoa,2021
Charity,0,American Samoa,2021
Civil Matter,0,American Samoa,2021
Confidence Fraud/Romance,0,American Samoa,2021
Corporate Data Breach,0,American Samoa,2021
Credit Card Fraud,1,American Samoa,2021
Crimes Against Children,0,American Samoa,2021
Criminal Forums,0,American Samoa,2021
Denial of Service/TDos,0,American Samoa,2021
Employment,0,American Samoa,2021
Extortion,0,American Samoa,2021
Gambling,0,American Samoa,2021
Government Impersonation,0,American Samoa,2021
Hacktivist,0,American Samoa,2021
Harassment/Threats of Violence,0,American Samoa,2021
Health Care Related,0,American Samoa,2021
IPR/Copyright and Counterfeit,0,American Samoa,2021
Identity Theft,0,American Samoa,2021
Investment,1,American Samoa,2021
Lottery/Sweepstakes/Inheritance,0,American Samoa,2021
Malware/Scareware/Virus,0,American Samoa,2021
Misrepresentation,0,American Samoa,2021
No Lead Value,1,American Samoa,2021
Non-payment/Non-Delivery,0,American Samoa,2021
Other,0,American Samoa,2021
Overpayment,0,American Samoa,2021
Personal Data Breach,0,American Samoa,2021
Phishing/Vishing/Smishing/Pharming,0,American Samoa,2021
Ransomware,0,American Samoa,2021
Re-shipping,0,American Samoa,2021
Social Media,0,American Samoa,2021
Virtual Currency,0,American Samoa,2021
Advanced Fee,93,Arizona,2021
BEC/EAC,97,Arizona,2021
Charity,27,Arizona,2021
Civil Matter,1,Arizona,2021
Confidence Fraud/Romance,217,Arizona,2021
Corporate Data Breach,13,Arizona,2021
Credit Card Fraud,134,Arizona,2021
Crimes Against Children,16,Arizona,2021
Criminal Forums,22,Arizona,2021
Denial of Service/TDos,120,Arizona,2021
Employment,138,Arizona,2021
Extortion,0,Arizona,2021
Gambling,44,Arizona,2021
Government Impersonation,3,Arizona,2021
Hacktivist,34,Arizona,2021
Harassment/Threats of Violence,205,Arizona,2021
Health Care Related,413,Arizona,2021
IPR/Copyright and Counterfeit,15,Arizona,2021
Identity Theft,5,Arizona,2021
Investment,351,Arizona,2021
Lottery/Sweepstakes/Inheritance,678,Arizona,2021
Malware/Scareware/Virus,112,Arizona,2021
Misrepresentation,54,Arizona,2021
No Lead Value,371,Arizona,2021
Non-payment/Non-Delivery,91,Arizona,2021
Other,5,Arizona,2021
Overpayment,2,Arizona,2021
Personal Data Breach,122,Arizona,2021
Phishing/Vishing/Smishing/Pharming,98,Arizona,2021
Ransomware,117,Arizona,2021
Re-shipping,178,Arizona,2021
Social Media,231,Arizona,2021
Virtual Currency,157,Arizona,2021
Advanced Fee,16,Arkansas,2021
BEC/EAC,23,Arkansas,2021
Charity,0,Arkansas,2021
Civil Matter,2,Arkansas,2021
Confidence Fraud/Romance,42,Arkansas,2021
Corporate Data Breach,7,Arkansas,2021
Credit Card Fraud,42,Arkansas,2021
Crimes Against Children,1,Arkansas,2021
Criminal Forums,0,Arkansas,2021
Denial of Service/TDos,24,Arkansas,2021
Employment,32,Arkansas,2021
Extortion,0,Arkansas,2021
Gambling,9,Arkansas,2021
Government Impersonation,3,Arkansas,2021
Hacktivist,10,Arkansas,2021
Harassment/Threats of Violence,73,Arkansas,2021
Health Care Related,17,Arkansas,2021
IPR/Copyright and Counterfeit,15,Arkansas,2021
Identity Theft,1,Arkansas,2021
Investment,84,Arkansas,2021
Lottery/Sweepstakes/Inheritance,225,Arkansas,2021
Malware/Scareware/Virus,16,Arkansas,2021
Misrepresentation,12,Arkansas,2021
No Lead Value,137,Arkansas,2021
Non-payment/Non-Delivery,14,Arkansas,2021
Other,3,Arkansas,2021
Overpayment,0,Arkansas,2021
Personal Data Breach,13,Arkansas,2021
Phishing/Vishing/Smishing/Pharming,24,Arkansas,2021
Ransomware,17,Arkansas,2021
Re-shipping,32,Arkansas,2021
Social Media,65,Arkansas,2021
Virtual Currency,19,Arkansas,2021
Advanced Fee,586,California,2021
BEC/EAC,519,California,2021
Charity,149,California,2021
Civil Matter,58,California,2021
Confidence Fraud/Romance,"1,378",California,2021
Corporate Data Breach,58,California,2021
Credit Card Fraud,"1,118",California,2021
Crimes Against Children,55,California,2021
Criminal Forums,28,California,2021
Denial of Service/TDos,921,California,2021
Employment,870,California,2021
Extortion,16,California,2021
Gambling,248,California,2021
Government Impersonation,29,California,2021
Hacktivist,254,California,2021
Harassment/Threats of Violence,"1,292",California,2021
Health Care Related,"1,312",California,2021
IPR/Copyright and Counterfeit,184,California,2021
Identity Theft,52,California,2021
Investment,"6,394",California,2021
Lottery/Sweepstakes/Inheritance,"5,462",California,2021
Malware/Scareware/Virus,"1,125",California,2021
Misrepresentation,336,California,2021
No Lead Value,"2,853",California,2021
Non-payment/Non-Delivery,580,California,2021
Other,39,California,2021
Overpayment,43,California,2021
Personal Data Breach,936,California,2021
Phishing/Vishing/Smishing/Pharming,642,California,2021
Ransomware,"1,231",California,2021
Re-shipping,965,California,2021
Social Media,"1,628",California,2021
Virtual Currency,"1,428",California,2021
Advanced Fee,74,Colorado,2021
BEC/EAC,87,Colorado,2021
Charity,7,Colorado,2021
Civil Matter,2,Colorado,2021
Confidence Fraud/Romance,149,Colorado,2021
Corporate Data Breach,8,Colorado,2021
Credit Card Fraud,94,Colorado,2021
Crimes Against Children,3,Colorado,2021
Criminal Forums,3,Colorado,2021
Denial of Service/TDos,128,Colorado,2021
Employment,118,Colorado,2021
Extortion,1,Colorado,2021
Gambling,36,Colorado,2021
Government Impersonation,7,Colorado,2021
Hacktivist,36,Colorado,2021
Harassment/Threats of Violence,142,Colorado,2021
Health Care Related,92,Colorado,2021
IPR/Copyright and Counterfeit,18,Colorado,2021
Identity Theft,3,Colorado,2021
Investment,297,Colorado,2021
Lottery/Sweepstakes/Inheritance,820,Colorado,2021
Malware/Scareware/Virus,87,Colorado,2021
Misrepresentation,37,Colorado,2021
No Lead Value,327,Colorado,2021
Non-payment/Non-Delivery,72,Colorado,2021
Other,4,Colorado,2021
Overpayment,8,Colorado,2021
Personal Data Breach,196,Colorado,2021
Phishing/Vishing/Smishing/Pharming,67,Colorado,2021
Ransomware,92,Colorado,2021
Re-shipping,73,Colorado,2021
Social Media,180,Colorado,2021
Virtual Currency,101,Colorado,2021
Advanced Fee,18,Connecticut,2021
BEC/EAC,42,Connecticut,2021
Charity,3,Connecticut,2021
Civil Matter,3,Connecticut,2021
Confidence Fraud/Romance,52,Connecticut,2021
Corporate Data Breach,2,Connecticut,2021
Credit Card Fraud,40,Connecticut,2021
Crimes Against Children,2,Connecticut,2021
Criminal Forums,1,Connecticut,2021
Denial of Service/TDos,41,Connecticut,2021
Employment,44,Connecticut,2021
Extortion,0,Connecticut,2021
Gambling,13,Connecticut,2021
Government Impersonation,1,Connecticut,2021
Hacktivist,6,Connecticut,2021
Harassment/Threats of Violence,64,Connecticut,2021
Health Care Related,20,Connecticut,2021
IPR/Copyright and Counterfeit,7,Connecticut,2021
Identity Theft,0,Connecticut,2021
Investment,677,Connecticut,2021
Lottery/Sweepstakes/Inheritance,192,Connecticut,2021
Malware/Scareware/Virus,19,Connecticut,2021
Misrepresentation,23,Connecticut,2021
No Lead Value,95,Connecticut,2021
Non-payment/Non-Delivery,28,Connecticut,2021
Other,0,Connecticut,2021
Overpayment,5,Connecticut,2021
Personal Data Breach,26,Connecticut,2021
Phishing/Vishing/Smishing/Pharming,51,Connecticut,2021
Ransomware,45,Connecticut,2021
Re-shipping,51,Connecticut,2021
Social Media,59,Connecticut,2021
Virtual Currency,31,Connecticut,2021
Advanced Fee,18,Delaware,2021
BEC/EAC,11,Delaware,2021
Charity,6,Delaware,2021
Civil Matter,0,Delaware,2021
Confidence Fraud/Romance,26,Delaware,2021
Corporate Data Breach,1,Delaware,2021
Credit Card Fraud,58,Delaware,2021
Crimes Against Children,2,Delaware,2021
Criminal Forums,4,Delaware,2021
Denial of Service/TDos,60,Delaware,2021
Employment,16,Delaware,2021
Extortion,0,Delaware,2021
Gambling,17,Delaware,2021
Government Impersonation,0,Delaware,2021
Hacktivist,11,Delaware,2021
Harassment/Threats of Violence,59,Delaware,2021
Health Care Related,37,Delaware,2021
IPR/Copyright and Counterfeit,9,Delaware,2021
Identity Theft,1,Delaware,2021
Investment,35,Delaware,2021
Lottery/Sweepstakes/Inheritance,357,Delaware,2021
Malware/Scareware/Virus,22,Delaware,2021
Misrepresentation,8,Delaware,2021
No Lead Value,74,Delaware,2021
Non-payment/Non-Delivery,31,Delaware,2021
Other,0,Delaware,2021
Overpayment,41,Delaware,2021
Personal Data Breach,11,Delaware,2021
Phishing/Vishing/Smishing/Pharming,42,Delaware,2021
Ransomware,37,Delaware,2021
Re-shipping,13,Delaware,2021
Social Media,45,Delaware,2021
Virtual Currency,36,Delaware,2021
Advanced Fee,51,District of Columbia,2021
BEC/EAC,11,District of Columbia,2021
Charity,5,District of Columbia,2021
Civil Matter,2,District of Columbia,2021
Confidence Fraud/Romance,49,District of Columbia,2021
Corporate Data Breach,1,District of Columbia,2021
Credit Card Fraud,21,District of Columbia,2021
Crimes Against Children,0,District of Columbia,2021
Criminal Forums,0,District of Columbia,2021
Denial of Service/TDos,28,District of Columbia,2021
Employment,38,District of Columbia,2021
Extortion,0,District of Columbia,2021
Gambling,152,District of Columbia,2021
Government Impersonation,1,District of Columbia,2021
Hacktivist,6,District of Columbia,2021
Harassment/Threats of Violence,40,District of Columbia,2021
Health Care Related,31,District of Columbia,2021
IPR/Copyright and Counterfeit,42,District of Columbia,2021
Identity Theft,1,District of Columbia,2021
Investment,424,District of Columbia,2021
Lottery/Sweepstakes/Inheritance,55,District of Columbia,2021
Malware/Scareware/Virus,29,District of Columbia,2021
Misrepresentation,1,District of Columbia,2021
No Lead Value,57,District of Columbia,2021
Non-payment/Non-Delivery,36,District of Columbia,2021
Other,1,District of Columbia,2021
Overpayment,26,District of Columbia,2021
Personal Data Breach,29,District of Columbia,2021
Phishing/Vishing/Smishing/Pharming,25,District of Columbia,2021
Ransomware,16,District of Columbia,2021
Re-shipping,28,District of Columbia,2021
Social Media,38,District of Columbia,2021
Virtual Currency,32,District of Columbia,2021
Advanced Fee,299,Florida,2021
BEC/EAC,334,Florida,2021
Charity,140,Florida,2021
Civil Matter,25,Florida,2021
Confidence Fraud/Romance,773,Florida,2021
Corporate Data Breach,35,Florida,2021
Credit Card Fraud,669,Florida,2021
Crimes Against Children,36,Florida,2021
Criminal Forums,28,Florida,2021
Denial of Service/TDos,423,Florida,2021
Employment,390,Florida,2021
Extortion,6,Florida,2021
Gambling,140,Florida,2021
Government Impersonation,18,Florida,2021
Hacktivist,115,Florida,2021
Harassment/Threats of Violence,804,Florida,2021
Health Care Related,510,Florida,2021
IPR/Copyright and Counterfeit,117,Florida,2021
Identity Theft,13,Florida,2021
Investment,778,Florida,2021
Lottery/Sweepstakes/Inheritance,"2,964",Florida,2021
Malware/Scareware/Virus,334,Florida,2021
Misrepresentation,222,Florida,2021
No Lead Value,"1,287",Florida,2021
Non-payment/Non-Delivery,310,Florida,2021
Other,17,Florida,2021
Overpayment,26,Florida,2021
Personal Data Breach,448,Florida,2021
Phishing/Vishing/Smishing/Pharming,371,Florida,2021
Ransomware,527,Florida,2021
Re-shipping,437,Florida,2021
Social Media,882,Florida,2021
Virtual Currency,488,Florida,2021
Advanced Fee,174,Georgia,2021
BEC/EAC,128,Georgia,2021
Charity,37,Georgia,2021
Civil Matter,21,Georgia,2021
Confidence Fraud/Romance,313,Georgia,2021
Corporate Data Breach,5,Georgia,2021
Credit Card Fraud,184,Georgia,2021
Crimes Against Children,12,Georgia,2021
Criminal Forums,6,Georgia,2021
Denial of Service/TDos,239,Georgia,2021
Employment,148,Georgia,2021
Extortion,0,Georgia,2021
Gambling,55,Georgia,2021
Government Impersonation,1,Georgia,2021
Hacktivist,33,Georgia,2021
Harassment/Threats of Violence,273,Georgia,2021
Health Care Related,158,Georgia,2021
IPR/Copyright and Counterfeit,42,Georgia,2021
Identity Theft,11,Georgia,2021
Investment,382,Georgia,2021
Lottery/Sweepstakes/Inheritance,"1,194",Georgia,2021
Malware/Scareware/Virus,101,Georgia,2021
Misrepresentation,70,Georgia,2021
No Lead Value,543,Georgia,2021
Non-payment/Non-Delivery,96,Georgia,2021
Other,2,Georgia,2021
Overpayment,55,Georgia,2021
Personal Data Breach,127,Georgia,2021
Phishing/Vishing/Smishing/Pharming,114,Georgia,2021
Ransomware,102,Georgia,2021
Re-shipping,180,Georgia,2021
Social Media,414,Georgia,2021
Virtual Currency,155,Georgia,2021
Advanced Fee,0,Guam,2021
BEC/EAC,0,Guam,2021
Charity,0,Guam,2021
Civil Matter,0,Guam,2021
Confidence Fraud/Romance,2,Guam,2021
Corporate Data Breach,0,Guam,2021
Credit Card Fraud,2,Guam,2021
Crimes Against Children,0,Guam,2021
Criminal Forums,0,Guam,2021
Denial of Service/TDos,1,Guam,2021
Employment,0,Guam,2021
Extortion,0,Guam,2021
Gambling,0,Guam,2021
Government Impersonation,0,Guam,2021
Hacktivist,0,Guam,2021
Harassment/Threats of Violence,0,Guam,2021
Health Care Related,0,Guam,2021
IPR/Copyright and Counterfeit,0,Guam,2021
Identity Theft,0,Guam,2021
Investment,0,Guam,2021
Lottery/Sweepstakes/Inheritance,2,Guam,2021
Malware/Scareware/Virus,0,Guam,2021
Misrepresentation,0,Guam,2021
No Lead Value,0,Guam,2021
Non-payment/Non-Delivery,1,Guam,2021
Other,0,Guam,2021
Overpayment,1,Guam,2021
Personal Data Breach,0,Guam,2021
Phishing/Vishing/Smishing/Pharming,0,Guam,2021
Ransomware,2,Guam,2021
Re-shipping,1,Guam,2021
Social Media,0,Guam,2021
Virtual Currency,0,Guam,2021
Advanced Fee,10,Hawaii,2021
BEC/EAC,23,Hawaii,2021
Charity,0,Hawaii,2021
Civil Matter,2,Hawaii,2021
Confidence Fraud/Romance,21,Hawaii,2021
Corporate Data Breach,0,Hawaii,2021
Credit Card Fraud,15,Hawaii,2021
Crimes Against Children,1,Hawaii,2021
Criminal Forums,0,Hawaii,2021
Denial of Service/TDos,14,Hawaii,2021
Employment,16,Hawaii,2021
Extortion,0,Hawaii,2021
Gambling,4,Hawaii,2021
Government Impersonation,0,Hawaii,2021
Hacktivist,4,Hawaii,2021
Harassment/Threats of Violence,23,Hawaii,2021
Health Care Related,29,Hawaii,2021
IPR/Copyright and Counterfeit,2,Hawaii,2021
Identity Theft,2,Hawaii,2021
Investment,39,Hawaii,2021
Lottery/Sweepstakes/Inheritance,56,Hawaii,2021
Malware/Scareware/Virus,12,Hawaii,2021
Misrepresentation,11,Hawaii,2021
No Lead Value,65,Hawaii,2021
Non-payment/Non-Delivery,18,Hawaii,2021
Other,0,Hawaii,2021
Overpayment,0,Hawaii,2021
Personal Data Breach,41,Hawaii,2021
Phishing/Vishing/Smishing/Pharming,13,Hawaii,2021
Ransomware,40,Hawaii,2021
Re-shipping,20,Hawaii,2021
Social Media,29,Hawaii,2021
Virtual Currency,22,Hawaii,2021
Advanced Fee,9,Idaho,2021
BEC/EAC,15,Idaho,2021
Charity,3,Idaho,2021
Civil Matter,3,Idaho,2021
Confidence Fraud/Romance,25,Idaho,2021
Corporate Data Breach,2,Idaho,2021
Credit Card Fraud,13,Idaho,2021
Crimes Against Children,3,Idaho,2021
Criminal Forums,0,Idaho,2021
Denial of Service/TDos,15,Idaho,2021
Employment,27,Idaho,2021
Extortion,0,Idaho,2021
Gambling,9,Idaho,2021
Government Impersonation,1,Idaho,2021
Hacktivist,4,Idaho,2021
Harassment/Threats of Violence,27,Idaho,2021
Health Care Related,6,Idaho,2021
IPR/Copyright and Counterfeit,8,Idaho,2021
Identity Theft,0,Idaho,2021
Investment,38,Idaho,2021
Lottery/Sweepstakes/Inheritance,153,Idaho,2021
Malware/Scareware/Virus,13,Idaho,2021
Misrepresentation,8,Idaho,2021
No Lead Value,36,Idaho,2021
Non-payment/Non-Delivery,13,Idaho,2021
Other,1,Idaho,2021
Overpayment,0,Idaho,2021
Personal Data Breach,31,Idaho,2021
Phishing/Vishing/Smishing/Pharming,9,Idaho,2021
Ransomware,18,Idaho,2021
Re-shipping,17,Idaho,2021
Social Media,34,Idaho,2021
Virtual Currency,6,Idaho,2021
Advanced Fee,157,Illinois,2021
BEC/EAC,133,Illinois,2021
Charity,37,Illinois,2021
Civil Matter,2,Illinois,2021
Confidence Fraud/Romance,254,Illinois,2021
Corporate Data Breach,7,Illinois,2021
Credit Card Fraud,146,Illinois,2021
Crimes Against Children,16,Illinois,2021
Criminal Forums,9,Illinois,2021
Denial of Service/TDos,194,Illinois,2021
Employment,162,Illinois,2021
Extortion,0,Illinois,2021
Gambling,69,Illinois,2021
Government Impersonation,5,Illinois,2021
Hacktivist,46,Illinois,2021
Harassment/Threats of Violence,399,Illinois,2021
Health Care Related,144,Illinois,2021
IPR/Copyright and Counterfeit,26,Illinois,2021
Identity Theft,6,Illinois,2021
Investment,742,Illinois,2021
Lottery/Sweepstakes/Inheritance,879,Illinois,2021
Malware/Scareware/Virus,108,Illinois,2021
Misrepresentation,96,Illinois,2021
No Lead Value,478,Illinois,2021
Non-payment/Non-Delivery,121,Illinois,2021
Other,6,Illinois,2021
Overpayment,11,Illinois,2021
Personal Data Breach,198,Illinois,2021
Phishing/Vishing/Smishing/Pharming,105,Illinois,2021
Ransomware,120,Illinois,2021
Re-shipping,255,Illinois,2021
Social Media,307,Illinois,2021
Virtual Currency,157,Illinois,2021
Advanced Fee,47,Indiana,2021
BEC/EAC,41,Indiana,2021
Charity,6,Indiana,2021
Civil Matter,8,Indiana,2021
Confidence Fraud/Romance,117,Indiana,2021
Corporate Data Breach,4,Indiana,2021
Credit Card Fraud,72,Indiana,2021
Crimes Against Children,15,Indiana,2021
Criminal Forums,4,Indiana,2021
Denial of Service/TDos,66,Indiana,2021
Employment,58,Indiana,2021
Extortion,0,Indiana,2021
Gambling,21,Indiana,2021
Government Impersonation,1,Indiana,2021
Hacktivist,17,Indiana,2021
Harassment/Threats of Violence,187,Indiana,2021
Health Care Related,28,Indiana,2021
IPR/Copyright and Counterfeit,17,Indiana,2021
Identity Theft,0,Indiana,2021
Investment,310,Indiana,2021
Lottery/Sweepstakes/Inheritance,493,Indiana,2021
Malware/Scareware/Virus,55,Indiana,2021
Misrepresentation,37,Indiana,2021
No Lead Value,229,Indiana,2021
Non-payment/Non-Delivery,45,Indiana,2021
Other,3,Indiana,2021
Overpayment,5,Indiana,2021
Personal Data Breach,49,Indiana,2021
Phishing/Vishing/Smishing/Pharming,50,Indiana,2021
Ransomware,51,Indiana,2021
Re-shipping,67,Indiana,2021
Social Media,150,Indiana,2021
Virtual Currency,38,Indiana,2021
Advanced Fee,19,Iowa,2021
BEC/EAC,17,Iowa,2021
Charity,0,Iowa,2021
Civil Matter,1,Iowa,2021
Confidence Fraud/Romance,36,Iowa,2021
Corporate Data Breach,2,Iowa,2021
Credit Card Fraud,37,Iowa,2021
Crimes Against Children,8,Iowa,2021
Criminal Forums,1,Iowa,2021
Denial of Service/TDos,16,Iowa,2021
Employment,33,Iowa,2021
Extortion,1,Iowa,2021
Gambling,2,Iowa,2021
Government Impersonation,0,Iowa,2021
Hacktivist,8,Iowa,2021
Harassment/Threats of Violence,41,Iowa,2021
Health Care Related,13,Iowa,2021
IPR/Copyright and Counterfeit,3,Iowa,2021
Identity Theft,0,Iowa,2021
Investment,75,Iowa,2021
Lottery/Sweepstakes/Inheritance,234,Iowa,2021
Malware/Scareware/Virus,22,Iowa,2021
Misrepresentation,8,Iowa,2021
No Lead Value,107,Iowa,2021
Non-payment/Non-Delivery,12,Iowa,2021
Other,0,Iowa,2021
Overpayment,2,Iowa,2021
Personal Data Breach,17,Iowa,2021
Phishing/Vishing/Smishing/Pharming,15,Iowa,2021
Ransomware,21,Iowa,2021
Re-shipping,27,Iowa,2021
Social Media,63,Iowa,2021
Virtual Currency,23,Iowa,2021
Advanced Fee,22,Kansas,2021
BEC/EAC,22,Kansas,2021
Charity,5,Kansas,2021
Civil Matter,2,Kansas,2021
Confidence Fraud/Romance,45,Kansas,2021
Corporate Data Breach,1,Kansas,2021
Credit Card Fraud,31,Kansas,2021
Crimes Against Children,7,Kansas,2021
Criminal Forums,6,Kansas,2021
Denial of Service/TDos,51,Kansas,2021
Employment,37,Kansas,2021
Extortion,0,Kansas,2021
Gambling,5,Kansas,2021
Government Impersonation,0,Kansas,2021
Hacktivist,10,Kansas,2021
Harassment/Threats of Violence,41,Kansas,2021
Health Care Related,25,Kansas,2021
IPR/Copyright and Counterfeit,7,Kansas,2021
Identity Theft,1,Kansas,2021
Investment,56,Kansas,2021
Lottery/Sweepstakes/Inheritance,303,Kansas,2021
Malware/Scareware/Virus,13,Kansas,2021
Misrepresentation,12,Kansas,2021
No Lead Value,101,Kansas,2021
Non-payment/Non-Delivery,18,Kansas,2021
Other,1,Kansas,2021
Overpayment,18,Kansas,2021
Personal Data Breach,14,Kansas,2021
Phishing/Vishing/Smishing/Pharming,20,Kansas,2021
Ransomware,19,Kansas,2021
Re-shipping,49,Kansas,2021
Social Media,106,Kansas,2021
Virtual Currency,28,Kansas,2021
Advanced Fee,23,Kentucky,2021
BEC/EAC,23,Kentucky,2021
Charity,10,Kentucky,2021
Civil Matter,3,Kentucky,2021
Confidence Fraud/Romance,75,Kentucky,2021
Corporate Data Breach,4,Kentucky,2021
Credit Card Fraud,49,Kentucky,2021
Crimes Against Children,9,Kentucky,2021
Criminal Forums,1,Kentucky,2021
Denial of Service/TDos,49,Kentucky,2021
Employment,59,Kentucky,2021
Extortion,4,Kentucky,2021
Gambling,16,Kentucky,2021
Government Impersonation,0,Kentucky,2021
Hacktivist,8,Kentucky,2021
Harassment/Threats of Violence,103,Kentucky,2021
Health Care Related,19,Kentucky,2021
IPR/Copyright and Counterfeit,7,Kentucky,2021
Identity Theft,7,Kentucky,2021
Investment,114,Kentucky,2021
Lottery/Sweepstakes/Inheritance,331,Kentucky,2021
Malware/Scareware/Virus,28,Kentucky,2021
Misrepresentation,28,Kentucky,2021
No Lead Value,172,Kentucky,2021
Non-payment/Non-Delivery,25,Kentucky,2021
Other,1,Kentucky,2021
Overpayment,18,Kentucky,2021
Personal Data Breach,22,Kentucky,2021
Phishing/Vishing/Smishing/Pharming,29,Kentucky,2021
Ransomware,42,Kentucky,2021
Re-shipping,64,Kentucky,2021
Social Media,136,Kentucky,2021
Virtual Currency,27,Kentucky,2021
Advanced Fee,25,Louisiana,2021
BEC/EAC,30,Louisiana,2021
Charity,11,Louisiana,2021
Civil Matter,0,Louisiana,2021
Confidence Fraud/Romance,61,Louisiana,2021
Corporate Data Breach,1,Louisiana,2021
Credit Card Fraud,73,Louisiana,2021
Crimes Against Children,11,Louisiana,2021
Criminal Forums,4,Louisiana,2021
Denial of Service/TDos,60,Louisiana,2021
Employment,58,Louisiana,2021
Extortion,0,Louisiana,2021
Gambling,16,Louisiana,2021
Government Impersonation,3,Louisiana,2021
Hacktivist,6,Louisiana,2021
Harassment/Threats of Violence,105,Louisiana,2021
Health Care Related,26,Louisiana,2021
IPR/Copyright and Counterfeit,9,Louisiana,2021
Identity Theft,1,Louisiana,2021
Investment,246,Louisiana,2021
Lottery/Sweepstakes/Inheritance,301,Louisiana,2021
Malware/Scareware/Virus,39,Louisiana,2021
Misrepresentation,40,Louisiana,2021
No Lead Value,192,Louisiana,2021
Non-payment/Non-Delivery,19,Louisiana,2021
Other,1,Louisiana,2021
Overpayment,0,Louisiana,2021
Personal Data Breach,29,Louisiana,2021
Phishing/Vishing/Smishing/Pharming,45,Louisiana,2021
Ransomware,29,Louisiana,2021
Re-shipping,75,Louisiana,2021
Social Media,98,Louisiana,2021
Virtual Currency,29,Louisiana,2021
Advanced Fee,10,Maine,2021
BEC/EAC,13,Maine,2021
Charity,0,Maine,2021
Civil Matter,2,Maine,2021
Confidence Fraud/Romance,17,Maine,2021
Corporate Data Breach,4,Maine,2021
Credit Card Fraud,53,Maine,2021
Crimes Against Children,1,Maine,2021
Criminal Forums,2,Maine,2021
Denial of Service/TDos,11,Maine,2021
Employment,9,Maine,2021
Extortion,0,Maine,2021
Gambling,4,Maine,2021
Government Impersonation,0,Maine,2021
Hacktivist,5,Maine,2021
Harassment/Threats of Violence,22,Maine,2021
Health Care Related,5,Maine,2021
IPR/Copyright and Counterfeit,4,Maine,2021
Identity Theft,0,Maine,2021
Investment,10,Maine,2021
Lottery/Sweepstakes/Inheritance,184,Maine,2021
Malware/Scareware/Virus,6,Maine,2021
Misrepresentation,7,Maine,2021
No Lead Value,44,Maine,2021
Non-payment/Non-Delivery,14,Maine,2021
Other,1,Maine,2021
Overpayment,0,Maine,2021
Personal Data Breach,14,Maine,2021
Phishing/Vishing/Smishing/Pharming,102,Maine,2021
Ransomware,10,Maine,2021
Re-shipping,8,Maine,2021
Social Media,49,Maine,2021
Virtual Currency,10,Maine,2021
Advanced Fee,62,Maryland,2021
BEC/EAC,77,Maryland,2021
Charity,6,Maryland,2021
Civil Matter,5,Maryland,2021
Confidence Fraud/Romance,187,Maryland,2021
Corporate Data Breach,2,Maryland,2021
Credit Card Fraud,107,Maryland,2021
Crimes Against Children,8,Maryland,2021
Criminal Forums,4,Maryland,2021
Denial of Service/TDos,98,Maryland,2021
Employment,87,Maryland,2021
Extortion,2,Maryland,2021
Gambling,49,Maryland,2021
Government Impersonation,7,Maryland,2021
Hacktivist,24,Maryland,2021
Harassment/Threats of Violence,180,Maryland,2021
Health Care Related,59,Maryland,2021
IPR/Copyright and Counterfeit,19,Maryland,2021
Identity Theft,3,Maryland,2021
Investment,"3,156",Maryland,2021
Lottery/Sweepstakes/Inheritance,516,Maryland,2021
Malware/Scareware/Virus,69,Maryland,2021
Misrepresentation,59,Maryland,2021
No Lead Value,250,Maryland,2021
Non-payment/Non-Delivery,54,Maryland,2021
Other,5,Maryland,2021
Overpayment,2,Maryland,2021
